itemID,author,year,title,has_pdf
1008,Stulberg,2005,"Managing Military Transformations: Agency, Culture, and the U.S. Carrier Revolution",True
1009,Lomsky-Feder,2012,Managing Diversity in Context: Unit Level Dynamics in the Israel Defense Forces,True
1014,Kimmerling,1983,Making Conflict a Routine: Cumulative effects of the Arab‐Jewish conflict upon Israeli society,False
1015,Reed,1986,Low Intensity Conflict: A War for all Seasons,False
1017,Borins,2000,"Loose Cannons and Rule Breakers, or Enterprising Leaders? Some Evidence about Innovative Public Managers",False
1021,Fleck,1994,Learning by Trying - The Implementation of Configurational Technology,False
1031,Arielli,2008,"Italian Involvement in the Arab Revolt in Palestine, 1936–1939",True
1032,Inbar,1998,"Israeli National Security, 1973-96",False
1033,Inbar,1991,Israel’s Small War - The Military Response to the Intifada,True
1036,Kober,2006,Israel's Wars of Attrition: Operational and Moral Dilemmas,False
1037,Horowitz,1983,Israel's war in Lebanon: New patterns of strategic thinking and civilian‐military relations,False
1038,Lambeth,2012,Israel's War in Gaza: A Paradigm of Effective Military Learning and Adaptation,True
1039,Tal,1996,Israel's Road to the 1956 War,True
1040,Cohen,1998,Israel's Revolution in Security Affairs,False
1049,Ryan,1999,Isaiah Berlin: Political Theory And Liberal Culture,False
1050,Gat,2012,Is war declining - and why?,True
1053,Mearsheimer,2009,Is It Love or The Lobby? Explaining America's Special Relationship with Israel,True
1057,Antoncic,2001,Intrapreneurship,True
1061,Gentry,2017,Intelligence Services and Special Operations Forces: Why Relationships Differ,False
1063,Bar–Joseph,2003,Intelligence Failure and Need for Cognitive Closure: On the Psychology of the Yom Kippur Surprise,False
1064,Barley,1997,Institutionalization and Structuration: Studying the Links between Action and Institution,False
1065,Hoffman,1999,Institutional Evolution and Change: Environmentalism and the U.S. Chemical Industry,False
1067,Wynen,2013,Innovation-Oriented Culture in the Public Sector: Do managerial autonomy and result control lead to innovation?,True
1068,Russell,2010,"Innovation in War: Counterinsurgency Operations in Anbar and Ninewa Provinces, Iraq, 2005–2007",True
1070,Goix,2014,Inequality shaping processes and gated communities in US western metropolitan areas,False
1072,Yarhi-Milo,2013,In the Eye of the Beholder: How Leaders and Intelligence Communities Assess the Intentions of Adversaries,True
1073,Lock-Pullan,2006,The U.S. Way of War and the “War on Terror”,False
1075,Khalidi,1973,The War of Attrition,False
1079,Bhavnani,2011,"Three Two Tango: Territorial Control and Selective Violence in Israel, the West Bank, and Gaza",True
1080,O’Lear,2016,This isn’t your usual obstacle course: Critical pedagogy with Special Operations Forces,False
1083,Finlan,2005,Trapped in the Dead Ground: US Counter-insurgency Strategy in Iraq,True
1086,Handel,1977,Yom Kippur War and Inevitability of Surprise,True
1088,O'Lear,2016,Unconventional Classroom: Critical Work with Special Operations Forces Officers,False
1089,Shane,1995,Uncertainty Avoidance and the Preference for Innovation Championing Roles,False
1094,Kim,2010,"Improving Performance In US State Governments Risk-Taking, Innovativeness, and Proactiveness Practices",False
1102,Ben-Moshe,1990,"Winston Churchill and the ""Second Front"": A Reappraisal",False
1111,Provan,2001,Do Networks Really Work? A Framework for Evaluating Public-Sector Organizational Networks,False
1112,Collard-Wexler,2014,Do Foreign Occupations Cause Suicide Attacks?,True
1116,Petrelli,2013,"Deterring Insurgents: Culture, Adaptation and the Evolution of Israeli Counterinsurgency, 1987–2005",True
1122,Biddle,2004,Democracy and Military Effectiveness: A Deeper Look,False
1126,Whitford,2002,Decentralization and Political Control of the Bureaucracy,True
1129,Eisenstadt,1980,"Cultural Orientations, Institutional Entrepreneurs, and Social Change: Comparative Analysis of Traditional Civilizations",False
1131,Feaver,1998,Crisis as Shirking: An Agency Theory Explanation of the Souring of American Civil-Military Relations,True
1132,Berman,2010,Creativity Management in Public Organization Jump-Starting Innovation,False
1138,Thornton,2007,Countering Arab Insurgencies: The British Experience,False
1145,Schwartz,2007,High Technology Entrepreneurs versus Small Business Owners in Israel,True
1151,Linn,1986,Conscientious Objection in Israel During the War in Lebanon,False
1162,Raab,2003,Dark Networks as Problems,True
1170,Ben-Shalom,2005,Cohesion during Military Operations: A Field Study on Combat Units in the Al-Aqsa Intifada,True
1171,Simon,2000,"Cognitive, Biases, Risk Perception and Venture Formation: How Individuals Decide to Start Companies",False
1172,Martin,1977,"Cnscription and the Decline of the Mass Army in France, 1960-1975",False
1179,O'Rand,1990,"Concepts of the Life Cycle: Their History, Meanings, and Uses in the Social Sciences",False
1184,Holcomb,2007,Causes of death in US Special Operations Forces in the global war on terrorism - 2001-2004,True
1192,Sørensen,2007,Bureaucracy and Entrepreneurship: Workplace Effects on Entrepreneurial Entry,False
1194,Melkonian,2011,Building Project Capabilities in PBOs: Lessons from the French Special Forces,True
1200,Levy,2007,Soldiers as laborers: A theoretical model,True
1458,Sechser,2010,"The Army You Have: The Determinants of Military Mechanization, 1979–2001",False
1460,Merom,1987,Delta Force Does Not Answer,False
1464,Arielli,2010,"‘Haifa is still Burning’: Italian, German and French Air Raids on Palestine during the Second World War",False
1465,Singer,2003,The Ultimate Military Entrepreneur,False
1466,Mahoney,2010,A theory of gradual institutional change,False
1474,Koubenec,,"Last Men Standing: Politics, Priorities, and the Peacetime Survivability of National Guard Special Operations Forces",False
1475,Bucci,2015,The importance of Special Operations Forces today and going forward,False
1486,Major Gordon C. Bonham,,Special Operations Forces - The Combination Tool In The CINC's Operational Toolbox,False
1487,Farrell,2002,No Title,False
1489,Bar-kochba,,No Title,False
1492,Aviani,,Sayeret 77,False
1496,Cirillo,2015,On the Tail Risk of Violent Conflict and its Underestimation,False
1917,Goldi (Alias),1970,SAM 3 'Goa' - What Is It?,False
2047,Unkown,1967,The Quickest War,False
2048,Unknowon,1946,Forg Men: Under Water Patrolmen,False
2049,Tzahor Ze'ev,1990,The Committee to Investigate the 'Clandestine Commune' In Gedud Ha-Avoda,False
2068,Colonel Eldad,1992,Fighting The Egyptian Commando,True
2431,Robinson,2012,The Future of Special Operations,False
2438,Maoz,2012,Arab-Israeli Hostilities,False
2439,Jordan,2017,An explicative model of the processes of change in military organizations: the response of the United States after 9/11 as a case study,False
2440,Givens,2016,"CHAMP Symposium on Androgens, Anabolic Steroids, and Related Substances: What We Know and What We Need to Know",False
2441,Ferrell,2003,"No shirt, no shoes, no status: Uniforms, distinction, and special operations in international armed conflict",False
2443,General Staff - History,1975,Operation Isotope - Sabena May 8-9 1972,False
2446,Concept,2010,Army Capstone Concept & the Genesis of German World War One Assault Squad & Infiltration Tactics,False
2529,Byman,2011,The Lebanese Hizballah and Israeli Counterterrorism,False
2530,Feniger,2010,Risk Groups in Exposure to Terror: The Case of Israel's Citizens,False
2531,"Płk, candidate of the historical sciences, deputy professor, Deputy of the Army Academy Commander for Research of the Petro Sahaidachnyi National Army Academy of Ukraine (Lviv)",2018,Conceptual organizational and functional models of the army special operations forces in the leading NATO countries,True
2536,Brooks,2006,"An Autocracy at War: Explaining Egypt's Military Effectiveness, 1967 and 1973",False
2537,Levi,2014,When the Skies Fell,False
2538,M,1985,Special Forces,True
2539,Dayan,1950,The Commando Battalion Raids Lod,True
2540,Tamari,2009,The IDF's Doctrine,True
2541,Flint,2006,Development of the Special Forces in the Second World War,True
2542,Asher,2013,The Building of the IDF's Power on the Eve of the War,False
2543,Beaumont,1979,"Military Elite Forces: Surrogate War, Terrorism, and the New Battlefield",True
2544,Moe,1990,The Politics Of Structural Choice: Toward A Theory Of Public Bureaucracy,False
2545,Shelah,2012,The Commander of the Paratroopers Brigade is Preparing for the Next War,False
2548,Schmidle,2011,Getting Bin Laden,False
2549,Wolk,2009,SPECIAL FORCES,False
2551,Tomlinson,1997,"Britain's Last Castles: Masonry Blockhouses of the South African War, 1899-1902",False
2553,Skipper,2014,Relationship of Combat Experiences and Alcohol Misuse Among US Special Operations Soldiers,True
2554,Terrill,1997,The Nature and Value of Commando Operations during the Egyptian Israeli War of Attrition,False
2555,Michelson,2003,The Yom Kippur War - An All Armored War,True
2556,Cohen,2012,Policy Entrepreneurs and the Design of Public Policy: Conceptual Framework and the Case of the National Health Insurance Law in Israel,False
2557,Grissom,2005,Future armies future challenges: Land warfare in the information age.,False
2558,Yurechko,1997,"Unconventional warfare: Rebuilding US Special Operations forces - Marquis,SL",False
2559,Marom,2010,Saving Lives - The Origins of Unit 669,False
2560,Yukl,1999,An Evaluation Of Conceptual Weaknesses in Transformational and Charismatic Leadership Theories,False
2562,Singer,1988,"Reconstructing the Correlates of War Dataset on Material Capabilities of States, 1816–1985",False
2564,Brooks,2003,Making Military Might: Why do States Fail and Succeed?: A Review Essay,False
2565,Atzili,2006,"When Good Fences Make Bad Neighbors - Fixed Borders, State Weakness, and International Conflict",False
2566,Steinacher,2002,"The Special Operations Executive (SOE) in Austria, 1940-1945",False
2567,Vickers,1998,Unconventional warfare: Rebuilding US special operations forces,False
2568,Dugan,2013,"""Special Forces"" Innovation: How DARPA Attacks Problems",False
2574,Horowitz,2006,The Diffusion of Military Technology and Ideas,False
2575,Sageman,2008,Does Osama still call the shots? Debating the containment of al Qaeda's leadership,False
2576,Hoffman,2008,Leaderless jihad: Terror networks in the twenty-first century,False
2577,Cohen,1998,Unconventional warfare: Rebuilding US special operations forces,False
2578,Boot,2013,The Evolution of Irregular War Insurgents and Guerrillas From Akkadia to Afghanistan,False
2583,Shamir,2000,Challenges of military leadership in changing armies,False
2584,Vergolina,2013,"""Methods of Barbarism"" or Western Tradition? Britain South Africa and the Evolution of Escalatory Violence as Policy",False
2585,Ben-Moshe,1981,Liddell Hart and the Israel Defence Forces - A Reappraisal,False
2586,Blechman,1972,The Impact of Israel's Reprisals on Behavior of the Bordering Arab Nations Directed at Israel,True
2589,Molchadsky,2013,The Agranat Commission Report and the Making of Israeli Memory of the Yom Kippur War,False
2591,Gelber,2013,"The Collapse of the Israeli Intelligence's Conception: Apologetics, Memory and History of the Israeli Response to Egypt's Alleged Intention to Open War in May 1973",False
2592,Johnson,1990,Toward a Multidimensional Model of Entrepreneurship: The Case of Achievement Motivation and the Entrepreneur,False
2593,Carland,2002,Who is an entrepreneur? Is a question worth asking,False
2594,Tzahor,1990,The Commitiee to Investigate the ' Clandestine Commune’ In the Gedud Havoda,False
2597,Sapolsky,2000,On the Theory of Military Innovation,False
2598,Murmann,2013,Successful entrepreneurs minimize risk,False
2600,Korach,2009,Target Oriented,False
2601,Bueno De Mesquita,2010,Regime Change and Revolutionary Entrepreneurs,False
2717,Cohen,1997,How leaders develop leaders,False
2718,Strachan,1998,Secret warfare - Special-operations forces from the Great-Game to the SAS,False
2719,Jeffery,1985,"BRITISH SPECIAL FORCES - SEYMOUR,W",False
2723,Gewirtz,1996,"On"" I Know It When I See It""",False
2726,Bar‐Siman‐Tov,1988,The Bar‐Lev line revisited,False
3132,Austin,2006,"Social and Commercial Entrepreneurship: Same, Different, or Both?",True
3133,Gat,2009,So Why Do People Fight? Evolutionary Theory and the Causes of War,True
3134,Toomse,2015,Small States’ Special Operations Forces in Preemptive Strategic Development Operations: Proposed Doctrine for Estonian Special Operations Forces,False
3135,Cohen,1995,Small States and their Armies: Restructuring the Militia Framework of the Israel Defense Force,False
3137,Simmons,2006,Introduction: The International Diffusion of Liberalism,True
3140,Nafi,1997,Shaykh ‘Izz Al-Dïn Al-Qassäm: A Reformist and a Rebel Leader,False
3142,Wagner,2008,"British Intelligence and the Jewish Resistance Movement in the Palestine Mandate, 1945–46",True
3145,Gilli,2016,"The diffusion of drone warfare? Industrial, organizational, and infrastructural constraints",False
3146,Kuperman,2003,The Effect of Domestic and Foreign Pressure on Israeli Decisions To Use Limited Military Force,True
3153,Tal,2004,Between Intuition and Professionalism: Israeli Military Leadership During the 1948 Palestine War,False
3156,Macdonald,2019,Battlefield Responses to New Technologies: Views from the Ground on Unmanned Aircraft,False
3162,Lewis,2004,Army Transformation and the Junior Officer Exodus,False
3174,Biddle,2005,"Allies, airpower, and modern warfare - The Afghan model in Afghanistan and Iraq",True
3175,Elbahtimy,2018,Allies at arm’s length: Redefining Egyptian–Soviet relations in the 1967 Arab–Israeli war,False
3180,Battilana,2006,Agency and Institutions: The Enabling Role of Individuals’ Social Position,False
3181,Biddle,2003,Afghanistan and the future of warfare,False
3184,Berrebi,2008,Are Voters Sensitive to Terrorism? Direct Evidence from the Israeli Electorate,False
3185,Tovy,2009,Are the Principles of War Applicable to Special Task Forces? Operation Gothic Serpent Re-examined,True
3188,Vissa,2012,Agency in Action: Entrepreneurs' Networking Style and Initiation of Economic Exchange,False
3191,Foley,2014,Dumb donkeys or cunning foxes? Learning in the British and German armies during the Great War,False
3193,Ven,1995,Explaining Development and Change in Organizations,True
3198,Moynihan,2012,Extra-Network Organizational Reputation and Blame Avoidance in Networks: The Hurricane Katrina Example,True
3203,McFarland,2006,'Empire-Enlarging Genius': Scottish Imperial Yeomanry Volunteers in the Boer War,True
3233,Arreguin-Toft,2001,How the Weak Win Wars: A theory of Asymmetric Conflict,True
3236,Navot,2015,How Policy Entrepreneurs Reduce Corruption in Israel,True
3245,Levy,2011,How Casualty Sensitivity Affects Civilian Control: The Israeli Experience: How Casualty Sensitivity Affects Civilian Control,True
3251,Smith,2003,Guerrillas in the Mist: Reassessing Strategy and Low Intensity Warfare,False
3256,Jones,2012,Good Friends in Low Places? The British Secret Intelligence Service and the Jewish Agency 1939–45,True
3261,Levy,2009,From Republican to Market Control over the Armed Forces: A Conceptual Framework*,True
3262,Kober,2013,From Heroic to Post-Heroic Warfare: Israel's Way of War in Asymmetrical Conflicts,True
3272,Bar-Joseph,2013,Forecasting a Hurricane: Israeli and American Estimations of the Khomeini Revolution,True
3276,Shlaim,1976,Failures in National Intelligence Estimates: The Case of the Yom Kippur War,True
3281,Murmann,2003,Evolutionary Thought in Management and Organization Theory at the Beginning of the New Millennium A Symposium on the State of the Art and Opportunities for Future Research,False
3282,Macdonald,2013,Eisenhower's Scientists: Policy Entrepreneurs and the Test-Ban Debate 1954-1958,True
3286,Gofen,2012,Entrepreneurial Exit Response to Dissatisfaction with Public Services,False
3289,Witt,2003,Economic policy making in evolutionary perspective,False
3292,Newsome,2003,Don't get your mass kicked: A management theory of military capability,False
3294,Burstein,2002,"The impact of political parties, interest groups, and social movement organizations on public policy: Some recent evidence and theoretical concerns",True
3295,Petersohn,2014,The Impact of Mercenaries and Private Military and Security Companies on Civil War Severity between 1946 and 2002,True
3299,Martel,2011,Victory in scholarship on strategy and war,True
3303,Bollens,1998,Urban Planning amidst Ethnic Conflict: Jerusalem and Johannesburg,False
3305,Gasca,2015,Unique Capabilities of Women in Special Operations Forces,False
3307,Ginor,2002,"'Under the Yellow Arab Helmet Gleamed Blue Russian Eyes': Operation Kavkaz and the War of Attrition, 1969-70",False
3310,Henderson,1993,Underinvestment and Incompetence as Responses to Radical Innovation: Evidence from the Photolithographic Alignment Equipment Industry,False
3313,Kober,2011,What Happened to Israeli Military Thought?,True
3314,Meynhardt,2012,What Drives Entrepreneurial Orientation in the Public Sector? Evidence from Germany's Federal Labor Agency,False
3321,Toronto,2015,Why Professionalize? Economic Modernization and Military Professionalism,False
3323,Mack,1975,Why Big Nations Lose Small Wars: The Politics of Asymmetric Conflict,False
3328,Michael,2009,Who Really Dictates What an Existential Threat Is? The Israeli Experience,True
3336,Betts,1988,"Policy‐makers and intelligence analysts: Love, hate or indifference?",False
3338,Mintrom,2009,Policy Entrepreneurship and Policy Change,True
3339,Perkmann,2007,Policy Entrepreneurship and Multilevel Governance: A Comparative Study of European Cross-Border Regions,True
3340,Mintrom,1997,Policy Entrepreneurs and the Diffusion of Innovation,True
3341,Doron,2004,Penetrating the Shields of Institutional Immunity: The Political Dynamic of Bereavement in Israel,True
3342,Randall,2002,Party Institutionalization in New Democracies,False
3349,Blanco,2011,Policy Networks and Governance Networks: Towards Greater Conceptual Clarity,False
3350,Oborn,2011,Policy Entrepreneurship in the Development of Public Sector Strategy: The Case of London Health Reform,True
3351,May,2009,"Politicians, Managers, and Street-Level Bureaucrats: Influences on Policy Implementation",False
3353,Ben-Eliezer,2004,Post-modern armies and the question of peace and war: the Israeli Defense Forces in the “New Times”,True
3355,Bryan,2014,Posttraumatic Stress Symptoms and Work-Related Accomplishment as Predictors of General Health and Medical Utilization Among Special Operations Forces Personnel,True
3359,Sapolsky,1967,Organizational Structure and Innovation,False
3360,Carroll,1982,Organizational Mortality in the Newspaper Industries of Argentina and Ireland: An Ecological Approach,False
3361,Kleinbaum,2012,Organizational Misfits and the Origins of Brokerage in Intrafirm Networks,False
3363,Brown,1991,"Organizational Learning and Communities-of-Practice: Toward a Unified View of Working, Learning, and Innovation",False
3364,Anglim,2003,"Orde Wingate in the Sudan, 1928–1933: Formative experiences of the Chindit Commander",False
3368,Elkins,2005,"On Waves, Clusters, and Diffusion: A Conceptual Framework",True
3371,Hoffman,2001,Not All Events Are Attended Equally: Toward a Middle-Range Theory of Industry Attention to External Events,False
3375,King,2016,On Combat Effectiveness in the Infantry Platoon: Beyond the Primary Group Thesis,True
3376,van Evera,1998,"Offense, Defense, and the Causes of War",False
3397,Kaufman,2009,Narratives and Symbols in Violent Mobilization: The Palestinian-Israeli Case,False
3409,Jentzsch,2015,Militias in Civil Wars,False
3412,Kollars,2014,Military Innovation's Dialectic: Gun Trucks and Rapid Acquisition,True
3413,Kober,1995,Military Decision in War: A Framework for Research,True
3427,Murphy,1996,Measuring performance in entrepreneurship research,False
3452,Jones,2011,"Scouting for Soldiers: Reconnaissance and the British Cavalry, 1899--1914",True
3464,Gazit,2011,State-directed political assassination in Israel: A political hypothesis,True
3466,Uz Zaman,2009,Strategic Culture: A “Cultural” Understanding of War,True
3469,Kadercan,2014,"Strong Armies, Slow Adaptation: Civil-Military Relations and the Diffusion of Military Power",True
3480,Biddle,1996,"Technology, civil-military relations, and warfare in the developing world",False
3481,Shimshoni,1990,"Technology, Military Advantage, and World War I: A Case for Military Entrepreneurship",False
3482,Demchak,2001,"Technology's Knowledge Burden, the RMA and the IDF: Organizing the Hypertext Organization for Future‘Wars of Disruption’?",True
3489,Kuipers,2014,THE MANAGEMENT OF CHANGE IN PUBLIC ORGANIZATIONS: A LITERATURE REVIEW,False
3494,Mintz,1983,The Military‐Industrial Complex: The Israeli Case,False
3496,Ghosn,2004,"The MID3 Data Set, 1993—2001: Procedures, Coding Rules, and Description",False
3499,Bar-Siman-Tov,1984,"The Myth of Strategic Bombing: Israeli Deep-Penetration Air Raids in the War of Attrition, 1969-70",False
3503,Clarke,2005,The Phantom Menace: Omitted Variable Bias in Econometric Research,True
3509,Blank,2004,Teaching Qualitative Data Analysis to Graduate Students,False
3510,van der Panne,2003,Success and Failure of Innovation: A Literature Review,False
3513,Homza,2004,Special Operators: A Key Ingredient for Successful Peacekeeping Operations Management,False
3515,,2017,Special Mindset? Internal and External Perspectives on Danish Special Operations Forces,False
3517,Flavin,1996,Special operations forces and peace operations in greater Europe,False
3520,Bar-Joseph,1996,Rotem: The Forgotten Crisis on the Road to the 1967 War,False
3526,Schleifer,2006,Psychological Operations: A New Variation on an Age Old Art: Hezbollah versus Israel,False
3730,Cohen,2005,Stephen Biddle on Military Power,True
3769,Henriksen,2007,Warriors in Combat - What Makes People Actively Fight in Combat?,True
3770,Heffner,2003,Commitment to Nested Collectives in Special Operations Forces.,True
3772,Heuser,2010,Small Wars in the Age of Clausewitz: The Watershed Between Partisan War and People's War,True
3773,Horn,2014,The Strategic Utility of Special Operations Forces,True
3782,,2006,Special Operations Forces and counter-terrorism,False
3785,Deruelle,2014,The Sixteenth-Century Antecedents of Special Operations ‘Small War’,True
3787,Gray,1999,Handfuls of Heroes on desperate ventures: When do special operations succeed?,True
3788,Grob-Fitzgibbon,2014,"Those Who Dared: A Reappraisal of Britain's Special Air Service, 1950–80",False
3903,Valeriano,2005,Book Review: Military Power: Explaining Victory and Defeat in Modern Battle,True
3904,Cohen,2004,Change and Transformation in Military Affairs,False
3905,Ryan,2011,'War in countries we are not at war with': The 'war on terror' on the periphery from Bush to Obama,False
3910,Andres,2006,The Afghan model in northern Iraq,False
3915,Mukunda,2010,We Cannot Go On: Disruptive Innovation and the First World War Royal Navy,True
3917,Gilli,2014,"The Spread of Military Innovations: Adoption Capacity Theory, Tactical Incentives, and the Case of Suicide Terrorism",True
3919,Haltiner,1998,The Definite End of the Mass Army in Western Europe?,False
3928,Wong,2012,Targeted Killings and the International Legal Framework: With Particular Reference to the US Operation against Osama Bin Laden,True
4031,Long,2016,The limits of special operations forces,False
4032,Melkonian,2010,Opening the “Black Box” of Collective Competence in Extreme Projects: Lessons from the French Special Forces,False
4033,Kirby,2000,Why Don't Minorities Join Special Operations Forces?,True
4034,Johnson,2006,The Growing Relevance of Special Operations Forces in U.S. Military Strategy,True
4035,Moore,2003,Strategy Development for Special Operations Force Logistics,False
4038,Hughes,2009,"The Banality of Brutality: British Armed Forces and the Repression of the Arab Revolt in Palestine, 1936–39",True
4039,Hughes,2015,"Terror in Galilee: British-Jewish Collaboration and the Special Night Squads in Palestine during the Arab Revolt, 1938–39",True
4044,Simons,1998,How Ambiguity Results in Excellence: The Role of Hierarchy and Reputation in U.S. Army Special Forces,False
4046,Morrison,2014,"Redefining the indirect approach, defining special operations forces (SOF) power, and the global networking of SOF",False
4047,Martin,2014,Zero dark squared: Does the US benefit from more Special Operations Forces?,True
4349,Goldman,1999,Systemic effects of military innovation and diffusion,False
4352,Terrill,1997,The nature and value of commando operations during the Egyptian‐Israeli war of attrition,True
4377,Grauer,2015,"Moderating Diffusion: Military Bureaucratic Politics and the Implementation of German Doctrine in South America, 1885–1914",True
4378,Bukkvoll,2015,Military Innovation Under Authoritarian Government – the Case of Russian Special Operations Forces,True
4381,Farrell,1996,Figuring out Fighting Organisations: The New Organisational Analysis in Strategic Studies,False
4385,Grauer,2012,What Determines Military Victory? Testing the Modern System,False
4434,Kadish,2005,On the Military Aspects in Allon's Biography,False
4435,Leslau,2011,The IDF Special Operations Forces in the 21st Century,True
4436,Gazit,2013,Brain Power,True
4733,Frisch,2006,Motivation or Capabilities? Israeli Counterterrorism against Palestinian Suicide Bombings and Violence,True
4930,Lustick,2011,Taking Evolution Seriously: Historical Institutionalism and Evolutionary Theory,False
4957,Fothergill,2000,Aerobic performance of Special Operations Forces personnel after a prolonged submarine deployment,False
4960,Vardi,2008,'Pounding their Feet': Israeli Military Culture as Reflected in Early IDF Combat History,False
4962,Cook,2011,Assessing the Risk Posed by Terrorist Groups: Identifying Motivating Factors and Threats,False
4963,Leidner,2012,Affective Dimensions of Intergroup Humiliation,False
4964,Lewis,2012,How Institutions Evolve: Evolutionary Theory and Institutional Change,True
